Name,Country,Region,Winery,Rating,NumberOfRatings,Year,Price
Oak Cask Cabernet Sauvignon 2018,Argentina,Mendoza,Trapiche,3.5,906,2018,7.36
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.3,908,2012,41.61
Papale Linea Oro Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Varvaglione,4.3,909,2016,18.84
Casa Real Cabernet Sauvignon 2012,Chile,Maipo Valley,Santa Rita,4.0,909,2012,38.94
Santa Digna Reserva Carmenère 2018,Chile,Central Valley,Miguel Torres,3.8,909,2018,8.90
Chante Perdrix Cornas 2016,France,Cornas,Delas,4.0,91,2016,38.89
Icarus Red 2014,South Africa,Breede River Valley,Bergsig Estate,4.2,91,2014,30.31
Côte à Côte Estate 2013,United States,Paso Robles,L'Aventure,4.4,91,2013,109
Pinot Noir Central Coast 2015,United States,Central Coast,DeLoach,3.7,91,2015,19.99
Ceppitaio 2017,Italy,Toscana,Russo,3.7,91,2017,9.95
Passo del Bricco 2017,Italy,Piemonte,Patrizi,3.8,91,2017,5.25
Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Baron,4.3,91,2017,160.84
Eight Songs Shiraz 2015,Australia,Barossa,Peter Lehmann,4.1,91,2015,28.42
Grande Cuvée 2017,Austria,Burgenland,Salzl Seewinkelhof,3.9,91,2017,14.35
Can Catorra 2014,Spain,Binissalem-Mallorca,Biniagual,3.8,91,2014,19.30
Brachetto d'Acqui 2019,Italy,Brachetto d'Acqui,Braida,3.9,91,2019,12.50
Barolo Cannubi 2013,Italy,Barolo,Borgogno,4.3,91,2013,94.65
BF Lahrer Spätburgunder 2017,Germany,Baden,Weingut Wöhrle,3.6,91,2017,16.66
Montegrilli Nebbiolo Langhe 2018,Italy,Langhe,Elvio Cogno,3.4,91,2018,15.95
Cabernet Sauvignon 2017,Romania,Danube,La Cetate,3.8,91,2017,13.90
Coste a Preola Nero d'Avola 2018,Italy,Sicilia,Tenuta Gorghi Tondi,3.9,91,2018,8.72
Shiraz 2015,South Africa,Paarl,Niel Joubert,3.4,91,2015,6.25
Doix 2014,Spain,Priorat,Mas Doix,4.4,91,2014,83.06
Tinto 2015,Spain,Dominio de Valdepusa,Lesegut,3.7,91,2015,11.89
Rivarossa 2016,Italy,Venezia Giulia,Schiopetto,4.1,91,2016,19.90
Barolo Lazzarito 2013,Italy,Barolo,Vietti,4.2,91,2013,154.23
Grande Cuvée 2017,Austria,Burgenland,Salzl Seewinkelhof,3.9,91,2017,17.29
Nuits-Saint-Georges 2015,France,Nuits-Saint-Georges,Domaine des Perdrix,4.4,91,2015,115.70
L'Ermita Velles Vinyes Priorat 2006,Spain,Priorat,Álvaro Palacios,4.6,91,2006,580
Garnacha - Syrah Somontano 2016,Spain,Somontano,Viñas del Vero,3.4,91,2016,6.63
Pomerol 2014,France,Pomerol,Château Certan de May,4.2,91,2014,116
Schwarzer 2016,Germany,Pfalz,Weingut Metzger,3.7,91,2016,13.15
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2004,France,Saint-Émilion Grand Cru,La Mondotte,4.4,91,2004,146.24
La Luna e i Falò Barbera d'Asti Superiore 2016,Italy,Barbera d'Asti,Vite Colte,4.0,911,2016,12.95
Románico 2016,Spain,Toro,Teso La Monja,3.7,911,2016,9.95
Papale Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Varvaglione,4.0,913,2017,9.70
Barbazul Tinto 2016,Spain,Cádiz,Huerta de Albala,3.7,915,2016,10.41
Pomerol 2010,France,Pomerol,Château de Sales,3.9,916,2010,48.80
Abadia Cabernet Sauvignon - Tempranillo 2016,Spain,Costers del Segre,Raimat,3.4,916,2016,7.89
Big John Cuvée Reserve 2016,Austria,Burgenland,Scheiblhofer,4.1,916,2016,18.20
Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Ornellaia,4.6,919,2016,189.15
Sonoma Coast Pinot Noir 2016,United States,Sonoma Coast,Patz & Hall,4.2,919,2016,54
Jacksons Pinotage 2015,South Africa,Walker Bay,Stanford Hills,4.1,92,2015,13.95
Pinot Noir 2017,United States,Sonoma Coast,Schug,3.8,92,2017,29.47
Rouge 2005,France,Castillon - Côtes de Bordeaux,Domaine de l'A,4.1,92,2005,46.95
Barbaresco Bernardot 2013,Italy,Barbaresco,Ceretto,4.0,92,2013,85
Los Cantos de Torremilanos 2017,Spain,Ribera del Duero,Finca Torremilanos,3.7,92,2017,12.19
Varietales Syrah 2017,Argentina,San Rafael,Goyenechea,3.2,92,2017,6.50
Antique Cairanne 2016,France,Cairanne,Camille Cayran,4.0,92,2016,13.44
Amarone 2016,Italy,Amarone della Valpolicella,Villa Cavarena,3.8,92,2016,38.46
Stilio Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Mottura,4.3,92,2018,13.90
Collection Secrète Red 2015,Georgia,Kakheti,Mukhrani,3.9,92,2015,26.03
The Corroboree Shiraz 2016,Australia,Barossa,RedHeads,3.9,92,2016,18.90
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Neethlingshof Estate,3.7,92,2016,10.23
Chianti Classico Riserva Novecento 2016,Italy,Chianti Classico,Dievole,4.0,92,2016,23
Las Moras Cabernet Sauvignon 2018,Argentina,San Juan,Bodega Finca Las Moras,3.4,92,2018,6.21
Barbera Piemonte 2018,Italy,Piemonte,Araldica,3.5,92,2018,6.30
Côtes du Rhône 2018,France,Côtes-du-Rhône,Domaine de la Solitude,3.8,92,2018,9
Côtes du Rhône 'Les Peyrouses' 2016,France,Côtes-du-Rhône,Alain Voge,3.9,92,2016,17
Vinya La Scala Gran Reserva Cabernet Sauvignon 2012,Spain,Penedès,Jean Leon,4.3,92,2012,52.63
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.2,92,2015,42.40
Steinzeiler 2015,Austria,Burgenland,Kollwentz,4.4,92,2015,58.80
Barolo Gavarini Chiniera 2014,Italy,Barolo,Elio Grasso,4.0,92,2014,75
Via Nuova Barolo 2012,Italy,Barolo,E. Pira & Figli,4.2,92,2012,59
Pomerol 2000,France,Pomerol,Château Moulinet-Lasserre,4.3,92,2000,49.50
Mirinè Nebbiolo d'Alba 2016,Italy,Nebbiolo d'Alba,Paolo Manzone,3.9,92,2016,19.40
Pinotage 2015,South Africa,Stellenbosch,Laibach,3.8,92,2015,16.90
Pessac-Léognan 2014,France,Pessac-Léognan,Château Carbonnieux,4.0,920,2014,49.55
Chateau Smith Cabernet Sauvignon 2016,United States,Columbia Valley,Charles Smith,3.7,920,2016,21.93
Tinto 2018,Portugal,Lisboa,Quinta das Amoras,3.8,922,2018,4.99
Haut-Médoc 2014,France,Haut-Médoc,Château Charmail,3.8,922,2014,19.95
Moulis-en-Médoc 2013,France,Moulis-en-Médoc,Château Chasse-Spleen,3.6,922,2013,35.90
Classic Red Blend 2018,South Africa,Western Cape,Roodeberg,3.6,923,2018,7.20
Syrah 2015,Chile,Peumo,Marques de Casa Concha,3.9,925,2015,20.54
Appassimento Barbera Passito 2018,Italy,Piemonte,San Silvestro,3.8,925,2018,11.60
Crianza 2016,Spain,Ribera del Duero,Portia,3.8,927,2016,12.99
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Poggio Antico,4.4,928,2012,55.51
Pessac-Léognan 1997,France,Pessac-Léognan,Château La Louvière,4.0,93,1997,34.99
Syrah Desertico 2018,Italy,Sicilia,Mandrarossa,3.8,93,2018,6
Pinot Noir 2016,Austria,Burgenland,Paul Achs,3.9,93,2016,36.90
Ariana 2017,Spain,Lanzarote,El Grifo,3.9,93,2017,19.99
Ticino 2016,Switzerland,Ticino,Castello di Morcote,4.0,93,2016,43.87
Inspiración Balcón de Pilatos Maturana 2016,Spain,Rioja,Bodegas Valdemar,4.1,93,2016,25.99
Calestaia 2013,Italy,Morellino di Scansano,Roccapesta,4.0,93,2013,36.70
Artigas 2017,Spain,Priorat,Bodegas Mas Alta,4.1,93,2017,21.25
Ried Hochberg Blaufränkisch 2012,Austria,Mittelburgenland,Hans Igler,3.6,93,2012,13.43
Côte-Rôtie La Mordorée 1999,France,Côte-Rôtie,M. Chapoutier,4.3,93,1999,179.95
Premium Zenovius Cabernet Sauvignon - Shiraz Sec 2016,Romania,Dealu Mare,Budureasca,3.6,93,2016,10.50
Margaux (Grand Cru Classé) 2017,France,Margaux,Château Brane-Cantenac,3.9,93,2017,86.76
Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Caldora,3.6,93,2018,4.63
Le Clos Guillot Chinon 2017,France,Chinon,Bernard Baudry,3.9,93,2017,21.74
PrimoVolo 2007,Italy,Toscana,Rocca delle Macìe,4.0,93,2007,27.79
Côte de Nuits Villages Le Vaucrain 2015,France,Côte de Nuits Villages,Louis Jadot,3.7,93,2015,31.95
Chremisa Edition Blauer Zweigelt 2016,Austria,Kremstal,Winzer Krems,3.9,93,2016,14.90
Pumphouse Shiraz 2017,South Africa,Paarl,Backsberg,3.8,93,2017,14.90
Preludio 2017,Spain,Ribera del Duero,Sei Solo,4.3,93,2017,24.99
Limoux 2016,France,Limoux,Domaine de Baron'arques,3.7,93,2016,38.75
Pièce de Roche 2014,France,Languedoc-Roussillon,Famille Lignères - Château La Baronne,3.9,93,2014,28.10
Pure Oh! Rigine Beaujolais 2018,France,Beaujolais,Les Bertrand,4.2,93,2018,16.47
Gran Reserva Rioja 2011,Spain,Rioja,Viña Bujanda,4.1,93,2011,17.23
Mantènghja 2015,Italy,Isola dei Nuraghi,Capichera,4.4,93,2015,86.76
Frenesí 2017,Spain,Calatayud,Bodegas Langa,3.7,93,2017,7.75
Médoc 2015,France,Médoc,Château La Raze Beauvallet,3.7,93,2015,12.99
Gold Edition 2009,France,Côtes du Roussillon Villages,Bad Boy (Mauvais Garçon),3.9,93,2009,57.51
Barolo Aeroplan Servaj 2007,Italy,Barolo,Domenico Clerico,4.2,93,2007,110.74
Merlot 2016,Chile,Peumo,Marques de Casa Concha,3.9,931,2016,14.50
Aglianico Del Vulture Piano Del Cerro 2016,Italy,Aglianico del Vulture,Vigneti del Vulture,4.2,935,2016,15.42
El Picaro 2019,Spain,Toro,Matsu,3.9,935,2019,7.35
Pasionado Cuatro Cepas 2014,Argentina,Gualtallary,Andeluna,4.3,935,2014,31.10
Mas Rabell 2017,Spain,Catalunya,Torres,3.8,936,2017,7.20
Margaux (Grand Cru Classé) 2010,France,Margaux,Château Lascombes,4.3,936,2010,129
Lucente 2017,Italy,Toscana,Luce della Vite,4.0,936,2017,24.75
Alta Mora Etna Rosso 2014,Italy,Etna,Cusumano,3.8,937,2014,29.95
Finca El Otero 2014,Spain,Ribera del Duero,Áster,4.2,937,2014,36.52
Periquita Tinto (Original) 2018,Portugal,Península de Setúbal,José Maria da Fonseca,3.7,937,2018,6.50
Les Cépages Pinot Noir 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.3,937,2017,8.78
Saint-Estèphe 2005,France,Saint-Estèphe,Château Haut-Marbuzet,4.2,937,2005,62.95
Papillon 2017,United States,Napa Valley,Orin Swift,4.5,937,2017,86.76
Croix de Beaucaillou Saint-Julien 2010,France,Saint-Julien,Château Ducru-Beaucaillou,4.2,938,2010,52.95
San Leonardo 2010,Italy,Vigneti delle Dolomiti,San Leonardo,4.3,938,2010,73.90
Douro Grande Reserva 2015,Portugal,Douro,Quinta do Pégo,3.8,94,2015,16.09
Bricco della Bigotta Barbera d'Asti 2014,Italy,Barbera d'Asti,Braida,4.0,94,2014,52
Froi Barbaresco 2015,Italy,Barbaresco,Rivetti Massimo,3.8,94,2015,24.10
Merlot 2017,Chile,Casablanca Valley,Veramonte,3.5,94,2017,8.72
Pomerol 2016,France,Pomerol,Château La Fleur-Pétrus,4.5,94,2016,279.95
Haut-Médoc 2008,France,Haut-Médoc,Château Liversan,3.5,94,2008,19.65
Morellino di Scansano Riserva 2016,Italy,Morellino di Scansano,Fattoria le Pupille,3.9,94,2016,15.04
Orgion 2016,Greece,Slopes of Enos,Sclavus (Sclavos),3.9,94,2016,15.70
Givry 1er Cru 'A Vigne Rouge' 2016,France,Givry 1er Cru 'Vigne Rouge',Domaine François Lumpp,4.1,94,2016,37.90
Médoc 2016,France,Médoc,Clos Manou,4.0,94,2016,24.90
As Caborcas Single Vineyard 2014,Spain,Valdeorras,Telmo Rodriguez,4.1,94,2014,35.95
Bordeaux 2015,France,Bordeaux,Domaine de Cambes,4.3,94,2015,60.45
Massimo 2015,Italy,Veneto,Lenotti,4.0,94,2015,13.90
Cembali Nero d'Avola 2011,Italy,Terre Siciliane,Baglio di Pianetto,3.8,94,2011,28.50
Cuvée Spéciale Châteauneuf-du-Pape 2005,France,Châteauneuf-du-Pape,Tardieu-Laurent,4.2,94,2005,59.95
Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château de la Cour d'Argent,3.7,94,2016,12.95
Benozzo 2015,Italy,Montefalco,SIGNÆ,4.0,94,2015,15.50
Saint-Émilion Grand Cru (Grand Cru Classé) 2008,France,Saint-Émilion Grand Cru,Château Pavie Decesse,4.3,94,2008,151.88
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château La Fleur Morange,4.5,94,2010,109.95
Listrac-Médoc 2015,France,Listrac-Médoc,Château Mayne Lalande,3.7,94,2015,38.02
Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Château Maucoil,4.2,94,2017,33.48
Serego Alighieri Possessioni Rosso del Veronese 2017,Italy,Rosso Veronese,Masi,3.7,94,2017,10.35
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Menhir,4.0,94,2018,7.58
Bordeaux Rouge 2016,France,Bordeaux,Château Vircoulon,3.5,94,2016,8.21
Pirinenca Tempranillo 2017,Spain,Catalunya,Raimat,3.4,94,2017,9.90
Famiglia Zingarelli Chianti Classico Riserva 2016,Italy,Chianti Classico,Rocca delle Macìe,4.0,94,2016,13.55
Gneisz és Csillám 2016,Hungary,Sopron,Weninger,3.6,94,2016,7.22
Giulin 2016,Italy,Barbera del Monferrato,Azienda Agricola Accornero,4.0,94,2016,12.90
Saint-Émilion Baron Carl 2014,France,Saint-Émilion,Baron Philippe de Rothschild,3.7,94,2014,23.49
Rioja Excelsus 2016,Spain,Rioja,Vina Herminia,3.7,94,2016,10.50
Espérance de Trotanoy Pomerol 2014,France,Pomerol,Château Trotanoy,4.2,94,2014,86.06
Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Ducru-Beaucaillou,4.4,940,2006,165
Pinotage 2017,South Africa,Durbanville,Diemersdal,4.0,940,2017,12.57
Pessac-Léognan (Grand Cru Classé de Graves) 2015,France,Pessac-Léognan,Château Latour-Martillac,4.1,940,2015,39.90
Yamhill Cuvée Pinot Noir 2013,United States,Willamette Valley,Domaine Serene,4.2,940,2013,69.26
Elos Touriga Nacional - Tannat 2012,Brazil,Encruzilhada do Sul,Lidio Carraro,3.9,941,2012,29.19
Saint-Estèphe 2008,France,Saint-Estèphe,Château Haut-Marbuzet,4.1,941,2008,50.78
Rioja 2018,Spain,Rioja,Castillo de Albai,3.4,942,2018,5.99
Cabernet Sauvignon 2016,United States,California,Carnivor,3.8,9425,2016,10.31
Fantini Casale Vecchio Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Farnese,3.7,944,2017,7.89
Mille 1 Rebo 2015,Italy,Benaco Bresciano,Pratello,3.7,946,2015,14.95
Baron Edmond 2014,South Africa,Paarl,Rupert & Rothschild,4.2,947,2014,50.67
Gigondas 2016,France,Gigondas,E. Guigal,3.9,95,2016,20.74
La Ponce Rasteau 2017,France,Rasteau,Domaine des Escaravailles,3.9,95,2017,15.90
Tinto Crianza 2015,Spain,Ribera del Duero,Lopez Cristobal,3.8,95,2015,15.90
Château Labégorce-Zédé Margaux 2005,France,Margaux,Château Labégorce,4.0,95,2005,40.95
Transcendent Cabernet Sauvignon 2013,United States,Napa Valley,Black Stallion,4.5,95,2013,249.95
Riserva gli Angeli Brunello di Montalcino 2010,Italy,Brunello di Montalcino,La Gerla,4.1,95,2010,67.80
Giorgio 2015,South Africa,Stellenbosch,Dalla Cia,4.3,95,2015,29.50
Côtes du Rhône 2018,France,Côtes-du-Rhône,Rocca Maura,3.5,95,2018,6.64
Pessac-Léognan 2017,France,Pessac-Léognan,Château Picque Caillou,4.1,95,2017,23.88
Reserva Cabernet Sauvignon 2012,Brazil,Serra Gaúcha,Don Guerino,3.3,95,2012,12.62
El Rincón 2015,Spain,Dominio de Valdepusa,Marqués de Griñon,3.5,95,2015,18.73
Carnuntum Cuvée 2018,Austria,Carnuntum,Markowitsch,3.5,95,2018,8.15
Edición Limitada A 2015,Chile,Colchagua Valley,Caliterra,3.9,95,2015,15.98
Vineyard Selection Red Blend (Shiraz - Mourvedre - Viognier) 2017,South Africa,Stellenbosch,Kleine Zalze,3.6,95,2017,14.90
Reserva 2011,Spain,Rioja Alta,Tarón,3.9,95,2011,12.87
Vürsù Barbaresco Valeirano 2012,Italy,Barbaresco,La Spinetta,4.2,95,2012,115.70
Magnoux Faugères 2010,France,Faugères,Saint Antonin,3.8,95,2010,35
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2013,Italy,Brunello di Montalcino,Antinori,4.4,95,2013,129
Nadir Syrah 2017,Italy,Terre Siciliane,Tenuta Rapitalà,3.9,95,2017,11.40
Sperss Langhe 2014,Italy,Langhe,Gaja,4.3,95,2014,209
Barolo Ravera 2015,Italy,Barolo,Elvio Cogno,4.0,95,2015,58.95
Cabernet Sauvignon 2019,Argentina,Mendoza,Alamos,3.7,95,2019,7.90
Seigneur de Maugiron Côte-Rôtie 2014,France,Côte-Rôtie,Delas,4.2,95,2014,58.39
Saint-Émilion Grand Cru (Grand Cru Classé) 2006,France,Saint-Émilion Grand Cru,Château Pavie Decesse,4.4,95,2006,174.49
Hensel Und Gretel Red 2017,Germany,Pfalz,Schneider,3.9,95,2017,13.45
Bordeaux 2016,France,Bordeaux,Château Les Belles Murailles,3.6,95,2016,6.32
Bandol Rouge 2015,France,Bandol,Château Val d'Arenc,4.1,95,2015,18.90
Shiraz 2019,South Africa,Western Cape,Golden Kaan,3.4,95,2019,5.79
Reboro 2012,Italy,Trentino,Azienda Agricola Pisoni,4.3,95,2012,48.60
Blaufränkisch Leithaberg 2013,Austria,Neusiedlersee-Hügelland,Heinrich,3.7,95,2013,22
Mount Veeder Estate Cabernet Sauvignon 2015,United States,Mount Veeder,The Hess Collection,4.1,95,2015,44.47
Saustó 2016,Italy,Valpolicella,Monte Dall'Ora,4.1,95,2016,27.90
Reserva Cuvée Colchagua Carmenère 2019,Chile,Colchagua Valley,Casa Silva,3.8,95,2019,10.43
Bardolino Classico Ca' Bordenis 2016,Italy,Bardolino Classico,Santi,3.4,95,2016,7.79
Lamarossa Primitivo 2015,Italy,Puglia,Amastuola,4.0,95,2015,13.95
Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Lagrange,4.0,95,2017,48.55
Organic Tempranillo - Monastrell 2018,Spain,Valencia,Neleman,3.4,95,2018,6.49
Valpolicella Ripasso Superiore 2017,Italy,Valpolicella Ripasso,Antiche Terre Venete,3.8,95,2017,10.21
Primitivo Salento 2019,Italy,Salento,Caleo,3.4,95,2019,5.49
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2012,Italy,Chianti Classico,Ruffino,4.0,950,2012,34.32
Flori Barolo 2014,Italy,Barolo,Araldica,3.7,954,2014,24.74
Alentejo Dom Rafael Tinto 2014,Portugal,Alentejo,Mouchão,3.7,956,2014,9.36
Tignanello 1997,Italy,Toscana,Antinori,4.5,957,1997,574.15
Montecucco Rosso Riserva 2015,Italy,Montecucco,ColleMassari,3.7,957,2015,14.95
Vintner's Reserve Zinfandel 2012,United States,Mendocino County,Kendall-Jackson,3.6,958,2012,14.80
Tenuta Tignanello 'Solaia' 2000,Italy,Toscana,Antinori,4.6,959,2000,486.42
Tarara Cannonau di Sardegna Riserva 2015,Italy,Cannonau di Sardegna,Vigneti Zanatta,3.8,96,2015,17.90
Tinto 2018,Spain,Rioja,Rioja Vega,3.3,96,2018,4.90
Field Blend 2015,South Africa,Stellenbosch,Beyerskloof,4.3,96,2015,33.50
Sassella Valtellina Superiore 2013,Italy,Valtellina Superiore,Mamete Prevostini,3.6,96,2013,17.90
Gran Reserva de Familia 2009,Spain,Valdepeñas,Viña Albali,3.2,96,2009,11.99
The Innocent Red Blend 2015,South Africa,Swartland,Lammershoek,3.7,96,2015,13.16
Pinot Noir Bourgogne 2018,France,Bourgogne,Ropiteau Freres,3.9,96,2018,14.19
Chianti Colli Senesi 2016,Italy,Chianti Colli Senesi,Poderi del Paradiso,3.6,96,2016,5.60
Atteca Garnacha (Old Vines) 2017,Spain,Calatayud,Bodegas Ateca,4.1,96,2017,12.50
Tortoniano Barolo 2005,Italy,Barolo,Michele Chiarlo,3.9,96,2005,29.19
Bric Turot Barbaresco 2016,Italy,Barbaresco,Prunotto,4.0,96,2016,34.02
Hanneli R 2013,South Africa,Paarl,La Motte Wine Estate,4.5,96,2013,89
Toscana Il Pareto 2013,Italy,Toscana,Tenuta di Nozzole,4.1,96,2013,48.40
Ngakirikiri Cabernet Sauvignon 2013,New Zealand,Marlborough,Villa Maria,4.2,96,2013,135
Hermitage La Chapelle Rouge 2017,France,Hermitage,Paul Jaboulet Aîné,4.1,96,2017,258.30
Roble Ribera del Duero 2018,Spain,Ribera del Duero,Condado de Oriza,3.6,96,2018,6.79
The Navigator 2014,New Zealand,Hawke's Bay,Alpha Domus,3.8,96,2014,18.50
Tinto 2013,Spain,Ribera del Duero,Lynus,4.0,96,2013,24.99
Lagona 2015,Hungary,Villány,Heumann,3.6,96,2015,12.60
Shiraz 2018,South Africa,Western Cape,Laborie,3.3,96,2018,6.84
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,France,Saint-Émilion Grand Cru,Château de Ferrand,4.0,960,2010,87
Soraie Veneto 2016,Italy,Veneto,Cecilia Beretta,3.9,962,2016,8.72
Belleruche Côtes-du-Rhône 2018,France,Côtes-du-Rhône,M. Chapoutier,3.7,963,2018,9.95
Malbec 2016,Argentina,Mendoza,Catena Alta,4.3,964,2016,36.90
Margaux (Grand Cru Classé) 2005,France,Margaux,Château Palmer,4.7,964,2005,316.95
Doña Margarita Vineyard Mas Cavalls Pinot Noir 2013,United States,Sonoma Coast,Marimar Estate,4.2,964,2013,54.73
Gran Verano Carmenère 2018,Chile,Central Valley,Apaltagua,3.5,965,2018,6.95
Reserva 2014,Spain,Ribera del Duero,Bodega de Bardos,4.2,965,2014,14.90
Pessac-Léognan (Grand Cru Classé de Graves) 2010,France,Pessac-Léognan,Château Malartic-Lagravière,4.2,966,2010,88.30
Appellation Malbec 2016,Argentina,Pedernal Valley,Pyros,4.0,967,2016,13.95
Bierzo Red 2017,Spain,Bierzo,Losada,4.0,967,2017,13.15
Pruno Ribera del Duero 2018,Spain,Ribera del Duero,Finca Villacreces,3.7,967,2018,11.25
Col di Sasso (Cabernet Sauvignon - Sangiovese) 2018,Italy,Toscana,Banfi,3.5,969,2018,7.25
Crianza 2016,Spain,Rioja,Rioja Vega,3.6,969,2016,7.90
La Fuente de Crianza 2016,Spain,Navarra,Bodegas Nekeas,3.6,97,2016,7.84
Médoc 2011,France,Médoc,Château Haut Condissas,4.2,97,2011,48.43
Rioja Castillo de Imas Reserva 2010,Spain,Rioja,Baron de Ley,4.1,97,2010,39.89
Bordeaux 2018,France,Bordeaux,Château Bréjou,4.1,97,2018,9.95
Croere Barbera d'Alba Superiore 2016,Italy,Barbera d'Alba,Vite Colte,3.9,97,2016,10.79
Barolo Villero 2011,Italy,Barolo,Mascarello Giuseppe e Figlio,4.2,97,2011,76.63
Stropa Amarone della Valpolicella 2011,Italy,Amarone della Valpolicella Classico,Monte Dall'Ora,4.5,97,2011,83.90
Zweigelt SANDSTEIN 2016,Austria,Niederösterreich,Weingut R&A Pfaffl,3.6,97,2016,12.19
Shiraz 2018,South Africa,Durbanville,Durbanville Hills,3.4,97,2018,8.56
Syrah 2018,Italy,Terre Siciliane,Zabu,3.6,97,2018,4.67
Le Sabbie dell’Etna Rosso 2018,Italy,Etna,Firriato,3.6,97,2018,12.10
La Poza de Ballesteros Rioja 2015,Spain,Rioja,Artadi,4.3,97,2015,98.95
Reserve Blaufränkisch 2014,Austria,Burgenland,Moric,3.8,97,2014,29.90
Bicentenaire Vieilles Vignes Corbières 2014,France,Corbières,Château Etang des Colombes,3.8,97,2014,8.24
Primus Malbec 2017,Argentina,Tunuyán,Salentein,4.4,97,2017,45.95
Moulin des Costes Charriage Bandol 2011,France,Bandol,Domaines Bunan,4.3,97,2011,53.90
Eagle Peak Merlot 2017,United States,California,Fetzer,3.5,97,2017,8.95
Gigondas Les Racines 2016,France,Gigondas,Domaine Les Pallières,4.1,97,2016,36.74
Vino Nobile di Montepulciano Il Nocio 2015,Italy,Vino Nobile di Montepulciano,Boscarelli,4.3,97,2015,65
Russiz Superiore Merlot Collio 2016,Italy,Collio,Marco Felluga,4.2,97,2016,23.99
Porcupine Ridge Syrah 2019,South Africa,Swartland,Boekenhoutskloof,3.5,97,2019,10.45
Diamond Collection Claret (Black Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.9,970,2017,25.50
Saint-Julien (Grand Cru Classé) 2012,France,Saint-Julien,Château Léoville Poyferré,4.2,972,2012,89
Parcela 23 Tempranillo 2015,Spain,Castilla,Finca Constancia,3.5,973,2015,22.10
Jaraman Shiraz 2016,Australia,McLaren Vale,Taylors / Wakefield,4.1,974,2016,19.90
Zinfandel Sonoma Heritage Vines 2016,United States,Dry Creek Valley,Rancho Zabaco,4.0,975,2016,13.55
